ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
1340,し,砂利,じゃり,ジャリ 砂利石 金魚の砂利 防犯石 水槽砂利 水槽の石 玉砂利 ガラス防犯石 化粧石 飾り石 水槽用砂 珊瑚砂 水槽の砂 水槽用砂利 防犯砂利,普通ごみ,,家庭から出るものは、少量ずつ出すようにしてください。/多量に出さなくてはならない場合は生活環境事業所に相談してください。/なお、事業活動から出るものは市では収集できません。,http://www.city.kawasaki.jp/kurashi/category/24-1-25-0-0-0-0-0-0-0.html
1299,し,ジャングルジム(プラスチック製),じゃんぐるじむ,遊具 室内ジム,粗大ごみ,普通ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。,
1302,し,ジャンピングホッパー,じゃんぴんぐほっぱー,,粗大ごみ,,,
1419,し,重曹,じゅうそう,,普通ごみ,,,
1310,し,じゅうたん,じゅうたん,絨毯 じゅーたん ジュウタン キルトラグマット ジュータン センターラグ たたみラグ らぐまっと スペースラグ 絨緞 ムートン敷物 ペルシャじゅうたん,粗大ごみ,普通ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。/じゅうたんを切断し、排出時に最長辺50cm未満のものは普通ごみとして出すことができます。/畳んで普通ごみとして出すと、焼却場で収集車からごみを出す際に広がってしまい危険なので、粗大ごみとして出してください。,
1420,し,重箱,じゅうばこ,玉手箱 おせち箱 お重箱 おせち重箱 プラスチック製の重箱 プラスチック製重箱 おせちの器 御重箱,普通ごみ,,,
1408,し,樹脂,じゅし,高吸水性樹脂 ベークライト メラミン樹脂 樹脂製品,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1407,し,受信ブースター,じゅしんぶーすたー,テレビブースター 電波増幅器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1483,し,数珠,じゅず,念珠,普通ごみ,,,
1409,し,樹木（直径10cm未満・長さ50cm未満）,じゅもく（ちょっけい10せんちみまん・ながさ50せんちみまん）,生木 庭木 木の幹 流木 伐木 丸太 まるた 根株 切り株 木の根っこ 切株 きりかぶ,普通ごみ,,小さく束ねて1回3束程度を目安に出してください。,
1410,し,樹木（直径10cm以上15cm未満・長さ50cm未満）,じゅもく（ちょっけい10せんちいじょう15せんちみまん・ながさ50せんちみまん）,生木 庭木 木の幹 流木 伐木 丸太 まるた 根株 切り株 木の根っこ 切株 きりかぶ,粗大ごみ,,無料です。（粗大ごみの申し込みが必要です。）,
1411,し,樹木（直径10cm以上15cm未満・長さ50cm以上）,じゅもく（ちょっけい10せんちいじょう15せんちみまん・ながさ50せんちいじょう）,生木 庭木 木の幹 流木 伐木 丸太 まるた 根株 切り株 木の根っこ 切株 きりかぶ,粗大ごみ,,5本1組までを1個の粗大ごみとして出すことができます。,
1412,し,樹木（直径15cm以上）,じゅもく（ちょっけい15せんちいじょう）,生木 庭木 木の幹 流木 伐木 丸太 まるた 根株 切り株 木の根っこ 切株 きりかぶ,その他,,直径15cm以上のものは市では収集できません。（販売店等に相談してください。）,
1319,し,ジョイスティック,じょいすてぃっく,ジョイパッド レバーコントローラー,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1320,し,ジョイントマット,じょいんとまっと,パズルマット ベビーマット カラーマット キッズマット ジョイントクッション,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1485,し,定規(金属製),じょうぎ（きんぞくせい）,金属製ものさし モノサシ T定規,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1486,し,定規(金属製以外),じょうぎ（きんぞくせいいがい）,スケール ものさし 物差し 三角定規 プラスチック定規 カッティングスケール 三角定規セット 三角スケール 竹ものさし モノサシ T定規,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1487,し,定規のケース,じょうぎのけーす,ものさし,プラスチック製容器包装,,識別表示を確認して出してください。,
1446,し,上質紙,じょうしつし,,ミックスペーパー,,,
1449,し,浄水器カートリッジ,じょうすいきかーとりっじ,浄水カートリッジ 水道水浄水カートリッジ 清水器 クリンスイ 家庭用浄水器 浄水器フィルター 浄水機 浄水器のカートリッジ 浄水装置 アルカリ浄水器 ブリタ 浄水機のカートリッジ 浄水用フィルター カートリッジフィルター カーボンカートリッジ 浄水器のフィルター 浄水器カードリッジ 浄水フィルター アルカリイオン浄水器 浄水器交換カートリッジ 浄水器用カートリッジ 整水器カートリッジ 清水器カートリッジ トレビーノ 浄水機カートリッジ 浄水機フィルター 水道浄水カートリッジ,普通ごみ,小物金属,金属を含むもので最長辺30cm未満のものは小物金属として出してください。,
1450,し,浄水器本体,じょうすいきほんたい（きんぞくせい）,清水器 家庭用浄水器 浄水機 浄水装置 アルカリ浄水器 ビルトイン浄水器 アルカリイオン浄水器 トレビーノ 蛇口直結型浄水器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1451,し,錠前(自分で取り外したもの),じょうまえ（じぶんでとりはずしたもの）,シリンダー錠 南京錠 キーロック 防犯ロック 補助錠 金属錠 ダイヤルロック,小物金属,,,
1447,し,常夜灯(電球),じょうやとう（でんきゅう）,まめ電球 ナツメ球,普通ごみ,,厚紙等に包み「ワレモノキケン」と表示して出してください。 ,
1448,し,常夜灯(本体),じょうやとう（ほんたい）,ナイトランプ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/電球は厚紙等で包み「ワレモノキケン」と表示して普通ごみとして出してください。,
1326,し,じょうろ（金属製以外）,じょうろ,如雨露 ジョウロ ジョーロ じょーろ プラスチック製じょうろ ポリじょうろ プラスチック製ジョウロ,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとしてだしてください。,
1325,し,じょうろ（金属製）,じょうろ（きんぞくせい）,如雨露 ジョウロ ジョーロ じょーろ,小物金属,粗大ごみ,排出時に最長辺30cm以上のものは粗大ごみとしてだしてください。,
1426,し,除湿機,じょしつき,除湿器 除湿空気清浄機 コンビニクーラー 除湿乾燥機 空気乾燥機 室内乾燥機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1427,し,除湿剤容器(プラスチック製),じょしつざいようきぷらすちっくせい,水取りぞうさん 水とりぞうさん 湿気取り 湿気とり ドライペット タンス用除湿剤 除湿剤の容器 防湿剤 吸湿剤 みずとりぞうさん 湿気とり剤 湿気取りゼリー 湿気取り剤 湿気取り容器 水取ぞうさん ドライペッド 湿気取り容器 湿気取りの容器,プラスチック製容器包装,,識別表示を確認して出してください。（たまった水を捨てて薬剤は普通ごみとして出してください。）,
1425,し,除湿シート,じょしつしーと,湿気とりシート ホルムアルデヒド吸着シート,普通ごみ,,,
1482,し,人工肛門,じんこうこうもん,イレオストミー オストメイト 人工弁,普通ごみ,,汚物はトイレに流してください。,
1480,し,人工芝,じんこうしば,人口芝生 人工芝生 人工植物 ジョイント芝 ジョイント人工芝 パター練習 人工芝,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1481,し,人工芝マット,じんこうしばまっと,パターマット ゴルフマット 芝生マット,粗大ごみ,粗大ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。,
